"","address","lat1","long1","MRTName2","MRTName1","MRTlat1","MRTlong1","MRTdista1","time","disto"
"206","106 ALJUNIED CRES",1.31905494962151,103.882900918125,178,"Aljunied",1.3164326118157,103.882906044385,291.917866703543,386,536
"207","106 ANG MO KIO AVE 4",1.37193370323489,103.837486061851,187,"Ang Mo Kio",1.36993284962262,103.84955809232,1361.80603201545,1194,1658
"208","106 BEDOK NTH AVE 4",1.33445895034228,103.937087136194,30,"Bedok Reservoir",1.33660782955099,103.932234623286,590.64166397254,634,880
"209","106 BEDOK RESERVOIR RD",1.32950152189669,103.909381688756,180,"Kaki Bukit",1.33496735995428,103.908459338046,617.052047276917,628,872
"210","106 BISHAN ST 12",1.34610070068315,103.847847191353,142,"Bishan",1.35131580146658,103.84914026532,598.111970144998,589,818
"211","106 BT BATOK CTRL",1.3482223088624,103.74718849849,120,"Bukit Batok",1.34903331201636,103.749566478309,279.617670789747,267,370
"212","106 BT PURMEI RD",1.2729893703256,103.825626826099,104,"HarbourFront",1.26538938374901,103.821530157095,961.057075624388,1052,1462
"213","106 GANGSA RD",1.3779019997366,103.767412279054,117,"Bukit Panjang",1.37900211641036,103.761535114929,665.419888379263,625,868
"214","106 HENDERSON CRES",1.28942607947152,103.822276781927,107,"Redhill",1.28963453412887,103.81674097205,616.524322762297,525,729
"215","106 HOUGANG AVE 1",1.3537029714401,103.890680792553,33,"Kovan",1.36017917065237,103.885064856353,954.120447805085,986,1369
"216","106 JLN DUSUN",1.32855771177594,103.844796773619,74,"Toa Payoh",1.33262928096888,103.847502198048,544.13543613687,679,942
"217","106 JLN RAJAH",1.32847655795117,103.854698874866,90,"Toa Payoh",1.33262928096888,103.847502198048,924.751719902342,1011,1404
"218","106 JURONG EAST ST 13",1.33724965052823,103.737674650927,107,"Jurong East",1.33315281585758,103.742286332403,686.581519296228,641,890
"219","106 LENGKONG TIGA",1.32508845931345,103.91000876961,53,"Kembangan",1.3210381335934,103.912947930851,557.033673709924,499,692
"220","106 PASIR RIS ST 12",1.36801255048337,103.95765313312,118,"Pasir Ris",1.37304331635804,103.949284527763,1086.73195935665,982,1363
"221","106 POTONG PASIR AVE 1",1.33410033566662,103.868171273744,45,"Potong Pasir",1.33137949021368,103.869055656782,318.473180655566,300,416
"222","106 RIVERVALE WALK",1.38249729178426,103.900321341916,68,"Buangkok",1.38287001971672,103.893122569706,802.204069819468,795,1103
"223","106 SERANGOON NTH AVE 1",1.37024462107298,103.87082295041,162,"Kovan",1.36017917065237,103.885064856353,1941.01754134706,1896,2632
"224","106 SIMEI ST 1",1.34188521733435,103.950833481196,125,"Simei",1.34319707851829,103.953377214378,318.537299696053,356,495
"225","106 SPOTTISWOODE PK RD",1.27356673846343,103.83405815603,112,"Outram Park",1.27973970679335,103.839513521005,916.962989960223,803,1115
"226","106 TAMPINES ST 11",1.34753919206552,103.947675427986,91,"Simei",1.34319707851829,103.953377214378,797.675394430684,1027,1426
"227","106 TECK WHYE LANE",1.37795798795128,103.752931630674,140,"Bukit Panjang",1.37900211641036,103.761535114929,964.487566016017,797,1107
"228","106 TOWNER RD",1.32102001237887,103.860997837489,79,"Boon Keng",1.31933570922514,103.861569454156,197.993826652848,202,280
"229","106 WOODLANDS ST 13",1.4367694338717,103.782224172938,27,"Woodlands",1.43605761708128,103.787938777173,640.864518622802,653,907
"230","106 YISHUN RING RD",1.43147861432349,103.827452004212,62,"Yishun",1.42944308477331,103.835005047246,870.546090260462,788,1095
"231","106A DEPOT RD",1.28061364977894,103.810967870883,56,"Telok Blangah",1.27070647717762,103.809761611219,1111.00203705294,1714,2381
"232","106A PUNGGOL FIELD",1.3966048607668,103.90834413446,63,"Sengkang",1.39169462601522,103.895484694279,1531.91846527911,1532,2127
"233","106B DEPOT RD",1.28064950442563,103.810750913525,40,"Telok Blangah",1.27070647717762,103.809761611219,1112.31527453139,1704,2366
"234","106B PUNGGOL FIELD",1.39709453228144,103.907955363138,43,"Sengkang",1.39169462601522,103.895484694279,1512.40742109536,1501,2084
"235","106C PUNGGOL FIELD",1.39736664207497,103.907562230122,38,"Sengkang",1.39169462601522,103.895484694279,1484.98800649104,1473,2045
"236","106D PUNGGOL FIELD",1.39762606734892,103.907358127148,42,"Sengkang",1.39169462601522,103.895484694279,1477.14249065,1460,2027
"237","107 ALJUNIED CRES",1.31896465338811,103.884287246879,65,"Aljunied",1.3164326118157,103.882906044385,321.054868198315,454,630
"238","107 ANG MO KIO AVE 4",1.37138400081003,103.837381409794,160,"Ang Mo Kio",1.36993284962262,103.84955809232,1364.70885399085,1174,1630
"239","107 BEDOK NTH RD",1.33231740745783,103.936301267285,235,"Bedok Reservoir",1.33660782955099,103.932234623286,657.975843938393,655,909
"240","107 BEDOK RESERVOIR RD",1.32987028916159,103.909220387915,171,"Kaki Bukit",1.33496735995428,103.908459338046,573.689879124311,611,849
"241","107 BISHAN ST 12",1.34641761420969,103.847920706844,128,"Bishan",1.35131580146658,103.84914026532,561.901459235697,567,787
"242","107 BT BATOK WEST AVE 6",1.34781088479752,103.746608758355,102,"Bukit Batok",1.34903331201636,103.749566478309,356.180470672352,348,483
"243","107 BT PURMEI RD",1.27310165475122,103.824508572172,117,"HarbourFront",1.26538938374901,103.821530157095,920.294650119007,1013,1407
"244","107 GANGSA RD",1.37798469700849,103.766714651133,72,"Bukit Panjang",1.37900211641036,103.761535114929,587.438041464364,567,788
"245","107 JLN BT MERAH",1.27983690191197,103.824757769108,217,"Tiong Bahru",1.28610253615775,103.827445112419,758.904788673541,761,1056
"246","107 JLN RAJAH",1.32785332684887,103.854993724632,69,"Toa Payoh",1.33262928096888,103.847502198048,988.818281750811,1028,1427
"247","107 JURONG EAST ST 13",1.33778634539959,103.738131877539,31,"Jurong East",1.33315281585758,103.742286332403,692.687409487298,659,914
"248","107 LENGKONG TIGA",1.32495459884083,103.910175149612,12,"Kembangan",1.3210381335934,103.912947930851,534.135432073796,483,670
"249","107 LOR 1 TOA PAYOH",1.34121948900326,103.847288831588,89,"Braddell",1.3404690010277,103.846799083148,99.750860924131,165,229
"250","107 PASIR RIS ST 12",1.36750966709317,103.957518917808,113,"Pasir Ris",1.37304331635804,103.949284527763,1104.1843004892,1047,1454
"251","107 POTONG PASIR AVE 1",1.33470936894148,103.86841323904,104,"Potong Pasir",1.33137949021368,103.869055656782,377.512107884583,363,504
"252","107 RIVERVALE WALK",1.38300501325196,103.900272453522,67,"Buangkok",1.38287001971672,103.893122569706,795.83148201305,795,1102
"253","107 SERANGOON NTH AVE 1",1.36990039748774,103.870224885633,188,"Kovan",1.36017917065237,103.885064856353,1974.47643118592,1821,2527
"254","107 SIMEI ST 1",1.3421611396727,103.950489942022,183,"Simei",1.34319707851829,103.953377214378,341.388653388165,398,553
"255","107 TAMPINES ST 11",1.34837105821583,103.948128928872,150,"Simei",1.34319707851829,103.953377214378,820.292269356368,982,1363
"256","107 TECK WHYE LANE",1.37805538148223,103.753588247554,83,"Bukit Panjang",1.37900211641036,103.761535114929,890.642594774061,749,1040
"257","107 TOWNER RD",1.31933733566872,103.860225974926,255,"Boon Keng",1.31933570922514,103.861569454156,149.515885616376,217,301
"258","107 WOODLANDS ST 13",1.43729843225252,103.782227077422,13,"Woodlands",1.43605761708128,103.787938777173,650.458643813637,626,869
"259","107 YISHUN RING RD",1.4322180811837,103.827520197458,454,"Yishun",1.42944308477331,103.835005047246,888.387082756568,803,1116
"260","107A CANBERRA ST",1.44990474622,103.832979240964,9,"Canberra",1.44307664075699,103.829702590959,843.039326600993,1160,1610
"261","107A EDGEFIELD PLAINS",1.39719879396476,103.906825785664,67,"Sengkang",1.39169462601522,103.895484694279,1402.97915008131,1390,1930
"262","107B CANBERRA ST",1.44916516333167,103.833497265983,6,"Canberra",1.44307664075699,103.829702590959,798.561170312134,1090,1513
"263","107B EDGEFIELD PLAINS",1.39683723523598,103.907248151565,54,"Sengkang",1.39169462601522,103.895484694279,1428.81256909255,1405,1952
"264","107C CANBERRA ST",1.44855782306648,103.833864786,3,"Canberra",1.44307664075699,103.829702590959,766.054424758975,1030,1430
"265","107C EDGEFIELD PLAINS",1.39662152089139,103.907600724822,43,"Sengkang",1.39169462601522,103.895484694279,1455.62989781025,1444,2005
"266","107D EDGEFIELD PLAINS",1.39623982211947,103.90800726106,53,"Sengkang",1.39169462601522,103.895484694279,1482.60128835969,1505,2089
"267","108 ALJUNIED CRES",1.31901276113362,103.885168792784,141,"Aljunied",1.3164326118157,103.882906044385,381.981492602014,493,684
"268","108 ANG MO KIO AVE 4",1.37096635222625,103.838201940326,184,"Ang Mo Kio",1.36993284962262,103.84955809232,1269.02534576877,1103,1531
"269","108 BEDOK NTH RD",1.33274009226511,103.936223519694,238,"Bedok Reservoir",1.33660782955099,103.932234623286,618.420138132877,628,872
"270","108 BEDOK RESERVOIR RD",1.33023192210361,103.909386968106,223,"Kaki Bukit",1.33496735995428,103.908459338046,537.160132017534,568,789
"271","108 BISHAN ST 12",1.34671498920224,103.847398357544,44,"Bishan",1.35131580146658,103.84914026532,547.619876791157,508,705
"272","108 BT BATOK WEST AVE 6",1.34744385185714,103.746502067957,112,"Bukit Batok",1.34903331201636,103.749566478309,384.20218256818,368,511
"273","108 BT PURMEI RD",1.2733573140352,103.825345821846,156,"HarbourFront",1.26538938374901,103.821530157095,983.399591857329,1095,1522
"274","108 C'WEALTH CRES",1.30754731967127,103.799088583204,111,"Commonwealth",1.30250199924325,103.798228523336,569.740260978401,568,788
"275","108 GANGSA RD",1.37759685167022,103.767227214144,100,"Bukit Panjang",1.37900211641036,103.761535114929,652.488127345488,599,832
"276","108 HOUGANG AVE 1",1.35277393315533,103.890093177026,58,"Kovan",1.36017917065237,103.885064856353,996.33980302249,1021,1418
"277","108 JLN BT MERAH",1.27922008833835,103.825441382185,119,"Tiong Bahru",1.28610253615775,103.827445112419,797.944221319664,759,1054
"278","108 JLN RAJAH",1.32838935725024,103.855750872335,88,"Toa Payoh",1.33262928096888,103.847502198048,1032.21982272331,1088,1511
"279","108 JURONG EAST ST 13",1.33838044361314,103.7372828937,81,"Chinese Garden",1.34235282081401,103.732596738363,683.757411761847,564,782
"280","108 LENGKONG TIGA",1.32456370966495,103.91013096847,64,"Kembangan",1.3210381335934,103.912947930851,502.305501113066,456,633
"281","108 LOR 1 TOA PAYOH",1.34155252910062,103.847295147125,137,"Braddell",1.3404690010277,103.846799083148,132.651444914262,225,313
"282","108 MCNAIR RD",1.3216190383169,103.859382719506,126,"Boon Keng",1.31933570922514,103.861569454156,351.897457650668,402,558
"283","108 PASIR RIS ST 12",1.36747877864087,103.95701769761,78,"Pasir Ris",1.37304331635804,103.949284527763,1060.35422369836,985,1368
"284","108 POTONG PASIR AVE 1",1.33472004322162,103.867928446438,142,"Potong Pasir",1.33137949021368,103.869055656782,392.457806369144,361,501
"285","108 RIVERVALE WALK",1.38281168591309,103.899782887436,53,"Buangkok",1.38287001971672,103.893122569706,741.23569255207,767,1064
"286","108 SERANGOON NTH AVE 1",1.36990140336943,103.87120683593,177,"Kovan",1.36017917065237,103.885064856353,1884.08872472549,1836,2550
"287","108 SIMEI ST 1",1.34301954085884,103.951007442775,108,"Simei",1.34319707851829,103.953377214378,264.468770688368,369,513
"288","108 TAMPINES ST 11",1.34786646438205,103.94856161626,156,"Simei",1.34319707851829,103.953377214378,746.590892444649,957,1329
"289","108 TECK WHYE LANE",1.378324137359,103.752950750544,99,"Bukit Panjang",1.37900211641036,103.761535114929,958.30700658828,813,1129
"290","108 WOODLANDS ST 13",1.43721908735525,103.781576753293,155,"Woodlands",1.43605761708128,103.787938777173,719.703702733276,678,942
"291","108 YISHUN RING RD",1.43232355080911,103.829071971177,94,"Yishun",1.42944308477331,103.835005047246,734.004343413788,679,943
"292","108A CANBERRA WALK",1.44776056626366,103.831274677849,10,"Canberra",1.44307664075699,103.829702590959,549.979605922868,578,803
"293","108B CANBERRA WALK",1.44818951673352,103.831856910403,10,"Canberra",1.44307664075699,103.829702590959,617.593864280498,636,883
"294","108B MCNAIR RD",1.31998124429925,103.859005144914,80,"Boon Keng",1.31933570922514,103.861569454156,294.290285053237,313,434
"295","108C CANBERRA WALK",1.44735330149199,103.831796158318,11,"Canberra",1.44307664075699,103.829702590959,530.026491963192,735,1021
"296","108C MCNAIR RD",1.31984417513752,103.859462494536,79,"Boon Keng",1.31933570922514,103.861569454156,241.218371015051,275,382
"297","109 ALJUNIED CRES",1.31939291785822,103.884439876207,266,"Aljunied",1.3164326118157,103.882906044385,371.126684335962,491,682
"298","109 ANG MO KIO AVE 4",1.37009653758337,103.837687775294,212,"Ang Mo Kio",1.36993284962262,103.84955809232,1321.14557664019,1156,1605
"299","109 BEDOK NTH RD",1.33205316021213,103.93493510232,238,"Bedok Reservoir",1.33660782955099,103.932234623286,589.401176714715,552,766
"300","109 BEDOK RESERVOIR RD",1.32963136613535,103.909902161479,46,"Kaki Bukit",1.33496735995428,103.908459338046,615.320376872578,577,801
"301","109 BISHAN ST 12",1.34675059587742,103.847990168368,144,"Bishan",1.35131580146658,103.84914026532,524.066482958194,536,744
"302","109 BT BATOK WEST AVE 6",1.34700376747987,103.746170410388,47,"Bukit Batok",1.34903331201636,103.749566478309,440.323755911224,406,564
"303","109 BT PURMEI RD",1.27392939929265,103.825310761145,111,"HarbourFront",1.26538938374901,103.821530157095,1039.61805251858,1151,1599
"304","109 C'WEALTH CRES",1.30724943075855,103.798938288338,100,"Commonwealth",1.30250199924325,103.798228523336,534.352237509714,515,715
"305","109 CLEMENTI ST 11",1.32189101790957,103.770595265822,38,"Clementi",1.31511625277378,103.765191452888,964.589494554723,1133,1573
"306","109 GANGSA RD",1.37736736489734,103.767748758874,38,"Bukit Panjang",1.37900211641036,103.761535114929,715.044256890476,658,914
"307","109 HOUGANG AVE 1",1.35532858945575,103.889376316331,146,"Kovan",1.36017917065237,103.885064856353,722.345891387576,805,1118
"308","109 JLN BT MERAH",1.27942671435022,103.826086916123,74,"Tiong Bahru",1.28610253615775,103.827445112419,758.365773284837,712,989
"309","109 JURONG EAST ST 13",1.3383617052828,103.735911158508,88,"Chinese Garden",1.34235282081401,103.732596738363,577.450727675577,558,775
"310","109 LENGKONG TIGA",1.32458076244969,103.910697531082,77,"Kembangan",1.3210381335934,103.912947930851,467.168253759523,430,598
"311","109 LOR 1 TOA PAYOH",1.34123727120826,103.846202460812,93,"Braddell",1.3404690010277,103.846799083148,108.272290283563,107,148
"312","109 MCNAIR RD",1.32142037879584,103.859100345051,77,"Boon Keng",1.31933570922514,103.861569454156,359.668949063139,447,621
"313","109 PASIR RIS ST 11",1.3684636800666,103.956009070114,108,"Pasir Ris",1.37304331635804,103.949284527763,905.504934797878,842,1169
"314","109 POTONG PASIR AVE 1",1.33486395185077,103.867411589518,78,"Potong Pasir",1.33137949021368,103.869055656782,428.875830928504,362,502
"315","109 RIVERVALE WALK",1.38328317106655,103.899641368712,59,"Buangkok",1.38287001971672,103.893122569706,726.914378507597,710,985
"316","109 SERANGOON NTH AVE 1",1.36943351823831,103.870511407041,165,"Kovan",1.36017917065237,103.885064856353,1919.4969263165,1798,2496
"317","109 SIMEI ST 1",1.34225792802261,103.950128354135,149,"Simei",1.34319707851829,103.953377214378,376.373498773902,430,597
"318","109 SPOTTISWOODE PK RD",1.27403187291578,103.83665274606,80,"Outram Park",1.27973970679335,103.839513521005,710.697464097054,628,873
"319","109 TAMPINES ST 11",1.34738871145192,103.949231684357,252,"Simei",1.34319707851829,103.953377214378,656.178431974972,886,1230
"320","109 TECK WHYE LANE",1.37865989251211,103.752077659463,90,"Bukit Panjang",1.37900211641036,103.761535114929,1053.18352818063,894,1241
"321","109 WHAMPOA RD",1.32714817577656,103.855700914421,45,"Boon Keng",1.31933570922514,103.861569454156,1087.609234422,989,1374
"322","109 WOODLANDS ST 13",1.43752043427047,103.780953594197,18,"Woodlands",1.43605761708128,103.787938777173,794.215527554496,729,1012
"323","109 YISHUN RING RD",1.43279905704561,103.82864618104,58,"Yishun",1.42944308477331,103.835005047246,800.20448184538,740,1028
"324","109A DEPOT RD",1.28095771309777,103.809440153696,32,"Telok Blangah",1.27070647717762,103.809761611219,1141.72301046189,1780,2473
"325","109A EDGEDALE PLAINS",1.39472186392182,103.909873807721,62,"Sengkang",1.39169462601522,103.895484694279,1636.39029878353,1643,2282
"326","109B DEPOT RD",1.28099937159398,103.809225279521,44,"Telok Blangah",1.27070647717762,103.809761611219,1147.35344285401,1799,2500
"327","109B EDGEDALE PLAINS",1.39495696200868,103.909634230948,47,"Sengkang",1.39169462601522,103.895484694279,1615.98885468802,1607,2233
"328","109C EDGEDALE PLAINS",1.39517271989093,103.909281605641,49,"Sengkang",1.39169462601522,103.895484694279,1583.47557847148,1570,2181
"329","109D EDGEDALE PLAINS",1.39552991291305,103.908859627789,37,"Sengkang",1.39169462601522,103.895484694279,1548.47156138011,1533,2129
"330","10A BENDEMEER RD",1.31499138887312,103.86050538635,48,"Bendemeer",1.31367252847691,103.862977620945,311.855965428153,416,577
"331","10A BOON TIONG RD",1.28635847107695,103.82962615571,49,"Tiong Bahru",1.28610253615775,103.827445112419,244.397768620678,219,305
